chr	start	end	length	CpGcount	GCcontent	pctGC	obsExp
chrX	113140593	113140741	149	10	94	0.631	0.686
chrX	113284236	113284385	150	8	91	0.607	0.845
chrX	113512883	113513147	265	16	152	0.574	0.753
chrX	113513808	113514159	352	33	259	0.736	0.694
chrX	113624897	113625154	258	20	148	0.574	0.947
chrX	113815773	113816410	638	42	362	0.567	0.824
chrX	113816890	113816992	103	6	52	0.505	0.914
chrX	113817280	113817553	274	22	169	0.617	0.909
chrX	113818567	113820243	1677	110	918	0.547	0.893
chrX	113935167	113935309	143	8	80	0.559	0.715
chrX	113960813	113960899	87	5	48	0.552	0.789
chrX	114070954	114071141	188	14	106	0.564	0.937
chrX	114141204	114141486	283	22	144	0.509	1.202
chrX	114303567	114303842	276	17	187	0.678	0.538
chrX	114423936	114427073	3138	252	2037	0.649	0.762
chrX	114468144	114468740	597	48	415	0.695	0.678
chrX	114524296	114524558	263	15	141	0.536	0.797
chrX	114546455	114546626	172	14	127	0.738	0.597
chrX	114581684	114582961	1278	107	981	0.768	0.569
chrX	114779426	114779610	185	10	106	0.573	0.661
chrX	114795485	114796650	1166	85	733	0.629	0.738
chrX	114953556	114953726	171	16	111	0.649	0.889
chrX	114956784	114956906	123	6	77	0.626	0.502
chrX	114957246	114957846	601	37	370	0.616	0.65
chrX	114959731	114961806	2076	149	1389	0.669	0.646
chrX	114961967	114965480	3514	219	2169	0.617	0.664
chrX	114965618	114980401	14784	925	9222	0.624	0.652
chrX	114980545	114992327	11783	743	7374	0.626	0.653
chrX	114992465	114995296	2832	185	1797	0.635	0.656
chrX	114995458	114997608	2151	151	1426	0.663	0.644
chrX	114997831	114998305	475	32	284	0.598	0.765
chrX	114998467	115001310	2844	184	1795	0.631	0.656
chrX	115001456	115002719	1264	73	796	0.63	0.588
chrX	115002926	115003400	475	33	285	0.6	0.784
chrX	115003538	115005679	2142	148	1414	0.66	0.64
chrX	115005902	115006402	501	27	267	0.533	0.785
chrX	115084817	115085633	817	48	504	0.617	0.618
chrX	115594051	115594219	169	10	103	0.609	0.651
chrX	115828069	115828305	237	15	140	0.591	0.728
chrX	116104485	116104668	184	13	108	0.587	0.827
chrX	116394802	116394961	160	7	88	0.55	0.58
chrX	116528710	116528954	245	18	177	0.722	0.566
chrX	116867442	116867554	113	10	70	0.619	0.961
chrX	116903038	116903327	290	20	213	0.734	0.514
chrX	117013680	117013834	155	12	93	0.6	0.868
chrX	117165844	117165998	155	11	90	0.581	0.844
chrX	117250256	117251177	922	78	628	0.681	0.735
chrX	117412308	117412450	143	9	75	0.524	0.923
chrX	117415269	117416030	762	41	412	0.541	0.753
chrX	117427874	117428045	172	9	91	0.529	0.763
chrX	117479402	117481191	1790	119	1020	0.57	0.828
chrX	117629205	117630777	1573	149	1090	0.693	0.791
chrX	117768120	117768509	390	17	198	0.508	0.678
chrX	117849883	117850016	134	7	73	0.545	0.711
chrX	117850991	117851418	428	32	310	0.724	0.57
chrX	117861284	117862178	895	110	677	0.756	0.892
chrX	117904143	117904567	425	27	270	0.635	0.665
chrX	117932816	117933243	428	28	304	0.71	0.519
chrX	117934362	117934576	215	15	122	0.567	0.875
chrX	117957616	117958711	1096	67	671	0.612	0.665
chrX	117959263	117959729	467	14	245	0.525	0.44
chrX	117973343	117973677	335	38	240	0.716	0.89
chrX	118013032	118013237	206	16	138	0.67	0.704
chrX	118055251	118055345	95	5	55	0.579	0.638
chrX	118056006	118056240	235	17	170	0.723	0.557
chrX	118107530	118107950	421	34	284	0.675	0.717
chrX	118108441	118109195	755	71	495	0.656	0.877
chrX	118109328	118110703	1376	107	884	0.642	0.754
chrX	118162464	118162558	95	10	67	0.705	0.88
chrX	118207302	118208014	713	46	474	0.665	0.611
chrX	118284548	118285042	495	33	324	0.655	0.623
chrX	118342508	118342801	294	20	210	0.714	0.534
chrX	118345069	118345194	126	12	93	0.738	0.709
chrX	118356945	118357185	241	32	176	0.73	1.056
chrX	118369795	118371296	1502	136	1008	0.671	0.851
chrX	118406641	118408165	1525	115	932	0.611	0.815
chrX	118465895	118466102	208	14	146	0.702	0.548
chrX	118468671	118468782	112	10	61	0.545	1.231
chrX	118495507	118496400	894	58	626	0.7	0.529
chrX	118521570	118521776	207	11	143	0.691	0.467
chrX	118533172	118533919	748	78	559	0.747	0.747
chrX	118575089	118575423	335	28	202	0.603	0.921
chrX	118602159	118603303	1145	119	799	0.698	0.854
chrX	118603975	118604090	116	6	60	0.517	0.777
chrX	118616461	118616857	397	35	252	0.635	0.878
chrX	118621862	118622203	342	25	241	0.705	0.59
chrX	118699169	118699423	255	19	145	0.569	0.946
chrX	118707971	118708171	201	12	110	0.547	0.893
chrX	118708304	118709180	877	93	619	0.706	0.852
chrX	118739342	118740643	1302	108	835	0.641	0.812
chrX	118826353	118828215	1863	136	1242	0.667	0.668
chrX	118828964	118829052	89	7	56	0.629	0.848
chrX	118829201	118829497	297	17	194	0.653	0.55
chrX	118883890	118884098	209	10	114	0.545	0.66
chrX	118884844	118885168	325	26	240	0.738	0.587
chrX	118891995	118893952	1958	165	1350	0.689	0.711
chrX	118925048	118926098	1051	82	643	0.612	0.834
chrX	118986372	118987253	882	53	517	0.586	0.742
chrX	119004661	119006218	1558	106	899	0.577	0.818
chrX	119022092	119022193	102	12	78	0.765	0.807
chrX	119024595	119024943	349	33	254	0.728	0.716
chrX	119077022	119077822	801	66	489	0.61	0.895
chrX	119124513	119125672	1160	83	732	0.631	0.726
chrX	119133356	119135072	1717	98	1020	0.594	0.655
chrX	119148742	119150248	1507	85	902	0.599	0.642
chrX	119159752	119160177	426	40	310	0.728	0.711
chrX	119186056	119186315	260	14	149	0.573	0.657
chrX	119210799	119211133	335	29	214	0.639	0.863
chrX	119249478	119249788	311	26	204	0.656	0.778
chrX	119254482	119254884	403	19	218	0.541	0.646
chrX	119293087	119293392	306	27	201	0.657	0.82
chrX	119317903	119318109	207	8	112	0.541	0.532
chrX	119378397	119379386	990	53	548	0.554	0.703
chrX	119384450	119385777	1328	103	828	0.623	0.798
chrX	119443029	119443989	961	57	546	0.568	0.735
chrX	119444137	119445273	1137	64	682	0.6	0.631
chrX	119602777	119603280	504	41	326	0.647	0.778
chrX	119619796	119620351	556	26	304	0.547	0.628
chrX	119694678	119694813	136	9	85	0.625	0.678
chrX	119694959	119695534	576	46	394	0.684	0.734
chrX	119737688	119738023	336	21	183	0.545	0.852
chrX	119763738	119764208	471	54	317	0.673	1.013
chrX	119866820	119867374	555	40	325	0.586	0.849
chrX	120008718	120009609	892	71	622	0.697	0.659
chrX	120064852	120065991	1140	89	765	0.671	0.699
chrX	120069684	120070864	1181	91	793	0.671	0.689
chrX	120074545	120075713	1169	90	783	0.67	0.693
chrX	120079434	120080573	1140	89	765	0.671	0.699
chrX	120084295	120085434	1140	89	765	0.671	0.699
chrX	120089155	120090284	1130	88	757	0.67	0.7
chrX	120094112	120095177	1066	85	727	0.682	0.691
chrX	120098931	120100050	1120	88	756	0.675	0.694
chrX	120103791	120104898	1108	87	746	0.673	0.698
chrX	120108693	120109758	1066	86	728	0.683	0.698
chrX	120113511	120114618	1108	87	746	0.673	0.698
chrX	120118413	120119490	1078	87	738	0.685	0.694
chrX	120181327	120181946	620	69	433	0.698	0.914
chrX	120490567	120490713	147	10	82	0.558	0.883
chrX	120565559	120565759	201	15	145	0.721	0.577
chrX	120571696	120571852	157	12	92	0.586	0.892
chrX	120670911	120671163	253	15	145	0.573	0.726
chrX	122317378	122317839	462	20	244	0.528	0.621
chrX	122318110	122319432	1323	71	786	0.594	0.655
chrX	122623990	122624081	92	4	43	0.467	0.797
chrX	122648255	122648722	468	29	256	0.547	0.829
chrX	122695727	122696010	284	15	174	0.613	0.565
chrX	122696417	122696671	255	14	146	0.573	0.671
chrX	122865665	122867089	1425	95	805	0.565	0.843
chrX	122867369	122868279	911	76	624	0.685	0.714
chrX	122898943	122899122	180	25	130	0.722	1.176
chrX	122993583	122994336	754	67	528	0.7	0.731
chrX	123093176	123095468	2293	148	1354	0.59	0.743
chrX	123095619	123096142	524	31	304	0.58	0.707
chrX	123096709	123097166	458	21	237	0.517	0.688
chrX	123262369	123263026	658	62	495	0.752	0.666
chrX	123466696	123467152	457	38	294	0.643	0.807
chrX	123891153	123891444	292	18	165	0.565	0.783
chrX	124288535	124288745	211	16	118	0.559	1.005
chrX	124289377	124289771	395	28	286	0.724	0.541
chrX	124336351	124338205	1855	124	1113	0.6	0.743
chrX	124338721	124339650	930	58	564	0.606	0.679
chrX	124339847	124339941	95	7	56	0.589	0.946
chrX	124389524	124389857	334	25	242	0.725	0.576
chrX	124390503	124390667	165	13	91	0.552	1.107
chrX	124452934	124453102	169	11	117	0.692	0.59
chrX	124453922	124454151	230	23	148	0.643	0.968
chrX	124748613	124748864	252	18	148	0.587	0.828
chrX	124824645	124824942	298	29	223	0.748	0.696
chrX	125243780	125243930	151	11	84	0.556	0.942
chrX	125298806	125300437	1632	147	1118	0.685	0.779
chrX	125324915	125325182	268	16	153	0.571	0.742
chrX	125594098	125594270	173	10	97	0.561	0.736
chrX	125605958	125606562	605	25	269	0.445	0.881
chrX	125685535	125686982	1448	134	976	0.674	0.824
chrX	125714959	125715308	350	39	270	0.771	0.749
chrX	125774927	125775744	818	63	578	0.707	0.619
chrX	125807392	125808321	930	72	672	0.723	0.594
chrX	125857984	125858108	125	8	78	0.624	0.664
chrX	125864794	125865049	256	10	120	0.469	0.718
chrX	126256384	126256576	193	17	118	0.611	0.945
chrX	126390134	126390418	285	20	161	0.565	0.885
chrX	126496370	126496585	216	17	128	0.593	0.897
chrX	126796085	126796361	277	23	164	0.592	0.972
chrX	126797071	126797436	366	31	270	0.738	0.623
chrX	127740536	127741009	474	45	358	0.755	0.666
chrX	127741570	127741746	177	12	94	0.531	1.007
chrX	127916803	127916986	184	12	105	0.571	0.802
chrX	128471184	128471390	207	15	123	0.594	0.821
chrX	128656355	128657775	1421	102	937	0.659	0.663
chrX	128674179	128674728	550	64	413	0.751	0.844
chrX	128788095	128789147	1053	108	752	0.714	0.806
chrX	128812080	128812583	504	43	344	0.683	0.733
chrX	128977106	128978209	1104	99	737	0.668	0.808
chrX	128983929	128985376	1448	106	1073	0.741	0.533
chrX	129039751	129040563	813	55	469	0.577	0.814
chrX	129065344	129067168	1825	181	1299	0.712	0.84
chrX	129086717	129087442	726	50	484	0.667	0.65
chrX	129090624	129091790	1167	80	735	0.63	0.697
chrX	129113451	129118768	5318	431	3595	0.676	0.715
chrX	129190081	129190258	178	9	96	0.539	0.75
chrX	129194047	129194704	658	83	490	0.745	0.915
chrX	129243698	129244633	936	113	690	0.737	0.896
chrX	129244753	129245542	790	95	570	0.722	0.934
chrX	129254446	129255098	653	61	455	0.697	0.774
chrX	129299286	129300314	1029	74	608	0.591	0.825
chrX	129305036	129306418	1383	115	913	0.66	0.764
chrX	129402339	129403089	751	64	475	0.632	0.853
chrX	129473543	129474207	665	50	417	0.627	0.768
chrX	129535871	129536330	460	42	300	0.652	0.859
chrX	129651452	129651729	278	20	167	0.601	0.798
chrX	129657764	129658351	588	35	371	0.631	0.598
chrX	129707330	129707520	191	14	110	0.576	0.884
chrX	130036751	130037451	701	49	431	0.615	0.746
chrX	130093072	130093277	206	17	125	0.607	0.897
chrX	130192265	130192720	456	48	324	0.711	0.838
chrX	130201456	130201745	290	16	168	0.579	0.838
chrX	130201972	130202651	680	39	410	0.603	0.665
chrX	130202832	130203193	362	22	216	0.597	0.683
chrX	130206946	130207456	511	31	320	0.626	0.625
chrX	130215846	130217032	1187	93	728	0.613	0.877
chrX	130217503	130217919	417	27	251	0.602	0.726
chrX	130262898	130263020	123	8	66	0.537	0.911
chrX	130291941	130292106	166	13	97	0.584	0.922
chrX	130385199	130385516	318	24	186	0.585	0.886
chrX	130423167	130423370	204	14	131	0.642	0.7
chrX	130461378	130461643	266	22	214	0.805	0.511
chrX	130518022	130518207	186	18	113	0.608	1.051
chrX	130712688	130713031	344	29	206	0.599	0.941
chrX	130798143	130798337	195	14	113	0.579	0.857
chrX	130838631	130839070	440	16	229	0.52	0.541
chrX	130886699	130887141	443	16	244	0.551	0.481
chrX	130929832	130930184	353	29	240	0.68	0.713
chrX	130975752	130975931	180	9	107	0.594	0.584
chrX	131156848	131158141	1294	95	869	0.672	0.651
chrX	131266893	131266991	99	7	64	0.646	0.711
chrX	131295847	131296088	242	16	143	0.591	0.762
chrX	131351366	131352728	1363	114	920	0.675	0.735
chrX	131622883	131624335	1453	142	967	0.666	0.886
chrX	132090170	132092801	2632	253	1751	0.665	0.871
chrX	132231327	132231520	194	10	88	0.454	1.003
chrX	132351132	132351884	753	28	381	0.506	0.581
chrX	132352387	132352624	238	35	152	0.639	1.669
chrX	132458228	132458386	159	8	85	0.535	0.704
chrX	132547615	132547968	354	33	240	0.678	0.83
chrX	132548200	132550285	2086	207	1418	0.68	0.86
chrX	132617878	132618553	676	49	447	0.661	0.666
chrX	133118126	133119991	1866	140	1180	0.632	0.753
chrX	133210047	133210250	204	12	109	0.534	0.845
chrX	133305650	133307503	1854	141	1137	0.613	0.821
chrX	133307697	133308125	429	21	212	0.494	0.802
chrX	133371119	133371691	573	57	405	0.707	0.804
chrX	133420025	133420634	610	39	409	0.67	0.569
chrX	133506963	133507744	782	62	494	0.632	0.795
chrX	133507948	133508067	120	5	60	0.5	0.852
chrX	133593969	133594953	985	92	674	0.684	0.821
chrX	133678596	133679202	607	53	423	0.697	0.724
chrX	133679427	133680814	1388	76	820	0.591	0.628
chrX	133682955	133684215	1261	113	797	0.632	0.906
chrX	133684783	133685464	682	69	436	0.639	0.996
chrX	133930892	133931553	662	48	420	0.634	0.728
chrX	133941151	133941773	623	27	331	0.531	0.618
chrX	133972895	133973880	986	71	696	0.706	0.579
chrX	134048750	134049354	605	54	410	0.678	0.781
chrX	134059783	134059909	127	10	98	0.772	0.537
chrX	134093941	134094622	682	49	465	0.682	0.619
chrX	134124939	134125308	370	37	266	0.719	0.774
chrX	134138104	134138366	263	21	176	0.669	0.765
chrX	134155926	134156592	667	63	448	0.672	0.846
chrX	134166068	134166986	919	83	610	0.664	0.829
chrX	134185648	134186431	784	75	529	0.675	0.856
chrX	134232095	134233427	1333	126	891	0.668	0.863
chrX	134269494	134269586	93	5	52	0.559	0.688
chrX	134269784	134269917	134	4	66	0.493	0.494
chrX	134304752	134305148	397	17	239	0.602	0.474
chrX	134370528	134370667	140	4	65	0.464	0.53
chrX	134429631	134429905	275	17	157	0.571	0.761
chrX	134459492	134459741	250	17	178	0.712	0.552
chrX	134460712	134460847	136	11	76	0.559	1.098
chrX	134477538	134479134	1597	109	971	0.608	0.739
chrX	134555407	134556566	1160	124	828	0.714	0.849
chrX	134567485	134567690	206	13	136	0.66	0.605
chrX	134568018	134569101	1084	67	726	0.67	0.558
chrX	134569738	134571579	1842	121	1233	0.669	0.601
chrX	134654444	134656160	1717	130	1118	0.651	0.717
chrX	134730482	134730718	237	12	145	0.612	0.542
chrX	134847683	134848092	410	21	242	0.59	0.6
chrX	134866110	134866237	128	8	87	0.68	0.543
chrX	134866643	134867165	523	26	305	0.583	0.597
chrX	134883907	134884435	529	28	312	0.59	0.622
chrX	134909520	134909741	222	14	129	0.581	0.767
chrX	134910007	134910113	107	9	64	0.598	0.955
chrX	134935794	134936330	537	27	315	0.587	0.598
chrX	134953048	134953598	551	30	328	0.595	0.626
chrX	134970298	134970848	551	30	328	0.595	0.626
chrX	134975643	134975923	281	15	171	0.609	0.577
chrX	135055755	135056681	927	84	661	0.713	0.884
chrX	135067436	135068497	1062	83	688	0.648	0.752
chrX	135180434	135180784	351	30	234	0.667	0.788
chrX	135228986	135230050	1065	134	803	0.754	0.894
chrX	135230342	135230789	448	24	264	0.589	0.698
chrX	135291499	135291918	420	21	253	0.602	0.571
chrX	135332927	135333681	755	103	573	0.759	0.948
chrX	135382528	135382671	144	21	115	0.799	0.916
chrX	135528118	135528402	285	19	161	0.565	0.845
chrX	135578793	135580100	1308	148	874	0.668	1.014
chrX	135849122	135850130	1009	93	716	0.71	0.732
chrX	135962134	135963190	1057	70	563	0.533	0.946
chrX	135991344	135992093	750	57	479	0.639	0.749
chrX	136003663	136003918	256	17	185	0.723	0.513
chrX	136004512	136004866	355	18	182	0.513	0.781
chrX	136082129	136083711	1583	122	1171	0.74	0.563
chrX	136113392	136114848	1457	83	826	0.567	0.71
chrX	136115786	136116498	713	79	522	0.732	0.828
chrX	136134408	136135422	1015	69	588	0.579	0.813
chrX	136506865	136507017	153	6	86	0.562	0.501
chrX	136507609	136508222	614	27	324	0.528	0.638
chrX	136509282	136511732	2451	154	1512	0.617	0.661
chrX	136512107	136512622	516	22	291	0.564	0.536
chrX	136627782	136628157	376	24	222	0.59	0.735
chrX	136628407	136628606	200	14	128	0.64	0.701
chrX	136629571	136630001	431	30	262	0.608	0.753
chrX	136630159	136630607	449	24	261	0.581	0.639
chrX	136630740	136631832	1093	51	615	0.563	0.597
chrX	136632024	136632476	453	39	278	0.614	0.927
chrX	136632755	136633306	552	44	359	0.65	0.754
chrX	136645635	136646140	506	31	310	0.613	0.678
chrX	136647527	136648497	971	102	668	0.688	0.889
chrX	136648697	136650275	1579	133	1022	0.647	0.81
chrX	136650682	136651784	1103	74	654	0.593	0.763
chrX	136655880	136657442	1563	128	1003	0.642	0.796
chrX	136754416	136754641	226	13	130	0.575	0.697
chrX	136996019	136996114	96	10	63	0.656	1.011
chrX	137364906	137365470	565	36	385	0.681	0.554
chrX	137792769	137794423	1655	133	1077	0.651	0.761
chrX	137860721	137860845	125	11	74	0.592	1.016
chrX	138085295	138085529	235	14	130	0.553	0.794
chrX	138086247	138086543	297	23	212	0.714	0.609
chrX	138276865	138277246	382	39	254	0.665	0.952
chrX	138285094	138286786	1693	144	1131	0.668	0.764
chrX	138286934	138287623	690	61	447	0.648	0.845
chrX	138402971	138403323	353	26	254	0.72	0.57
chrX	138529057	138529404	348	36	233	0.67	0.928
chrX	138637630	138637793	164	12	100	0.61	0.788
chrX	138773827	138774738	912	72	615	0.674	0.704
chrX	139013459	139016350	2892	225	1854	0.641	0.762
chrX	139077027	139077168	142	8	85	0.599	0.633
chrX	139173202	139174664	1463	132	980	0.67	0.815
chrX	139521523	139522065	543	48	360	0.663	0.814
chrX	139583908	139584110	203	12	127	0.626	0.609
chrX	139584442	139585084	643	35	324	0.504	0.858
chrX	139585258	139590481	5224	385	3202	0.613	0.786
chrX	139591244	139591410	167	8	97	0.581	0.571
chrX	139591728	139592704	977	39	530	0.542	0.55
chrX	139592979	139593583	605	59	382	0.631	0.981
chrX	139846672	139847153	482	34	295	0.612	0.756
chrX	139847309	139847561	253	14	143	0.565	0.693
chrX	139858564	139858785	222	25	152	0.685	0.978
chrX	140112669	140112767	99	4	45	0.455	0.832
chrX	140138736	140138890	155	8	84	0.542	0.745
chrX	140139649	140139944	296	10	128	0.432	0.741
chrX	140178353	140178793	441	45	285	0.646	1.054
chrX	140270695	140271532	838	84	563	0.672	0.905
chrX	140590824	140591263	440	48	288	0.655	1.113
chrX	140629714	140629823	110	4	54	0.491	0.607
chrX	140630787	140630961	175	10	100	0.571	0.71
chrX	140656909	140657025	117	4	46	0.393	1.006
chrX	141353441	141353582	142	9	91	0.641	0.619
chrX	141358264	141358607	344	13	166	0.483	0.655
chrX	141386164	141386491	328	29	239	0.729	0.673
chrX	141425946	141426289	344	21	199	0.578	0.73
chrX	141479087	141479374	288	21	170	0.59	0.845
chrX	141565768	141566010	243	20	148	0.609	0.888
chrX	141832495	141832670	176	11	101	0.574	0.768
chrX	141833654	141834034	381	24	270	0.709	0.502
chrX	142316569	142316832	264	22	191	0.723	0.637
chrX	142721453	142723715	2263	168	1424	0.629	0.758
chrX	142840519	142840828	310	34	228	0.735	0.814
chrX	143313585	143314053	469	25	258	0.55	0.714
chrX	143314345	143314736	392	31	280	0.714	0.621
chrX	143865376	143865537	162	15	120	0.741	0.687
chrX	144157843	144158001	159	7	81	0.509	0.679
chrX	144517316	144518060	745	51	509	0.683	0.587
chrX	144711678	144713319	1642	94	991	0.604	0.629
chrX	144898249	144899165	917	35	466	0.508	0.592
chrX	144899386	144900492	1107	105	742	0.67	0.845
chrX	144903094	144903257	164	17	109	0.665	1.093
chrX	144903460	144904185	726	34	377	0.519	0.696
chrX	145127759	145128050	292	29	215	0.736	0.734
chrX	145340869	145340975	107	10	63	0.589	1.423
chrX	145700566	145700660	95	9	67	0.705	0.77
chrX	145700801	145702246	1446	122	959	0.663	0.77
chrX	145948497	145948694	198	13	145	0.732	0.49
chrX	146735355	146735632	278	21	167	0.601	0.838
chrX	146977903	146978011	109	9	64	0.587	0.973
chrX	146978689	146978992	304	25	215	0.707	0.668
chrX	146992811	146994477	1667	145	1068	0.641	0.849
chrX	147062723	147063038	316	23	201	0.636	0.724
chrX	147073930	147074798	869	61	601	0.692	0.588
chrX	147133584	147133789	206	26	152	0.738	1.03
chrX	147210618	147210944	327	26	193	0.59	0.919
chrX	147581612	147582608	997	116	732	0.734	0.865
chrX	147582807	147583554	748	54	458	0.612	0.77
chrX	147989357	147989457	101	5	54	0.535	0.701
chrX	148265349	148265692	344	22	199	0.578	0.765
chrX	148415786	148415914	129	12	78	0.605	1.02
chrX	148501857	148502716	860	54	603	0.701	0.513
chrX	148517601	148517725	125	12	72	0.576	1.19
chrX	148552559	148552756	198	16	134	0.677	0.706
chrX	148586610	148586946	337	41	243	0.721	0.937
chrX	148621558	148623142	1585	107	1035	0.653	0.668
chrX	148627172	148627328	157	9	90	0.573	0.698
chrX	148675826	148676123	298	14	152	0.51	0.733
chrX	148676994	148677529	536	25	323	0.603	0.515
chrX	148678410	148678908	499	23	271	0.543	0.625
chrX	148679496	148679804	309	16	177	0.573	0.654
chrX	148682794	148683273	480	18	251	0.523	0.574
chrX	148712881	148713717	837	94	608	0.726	0.851
chrX	148802095	148802220	126	8	60	0.476	1.152
chrX	148840288	148840575	288	17	207	0.719	0.46
chrX	148849492	148849947	456	20	248	0.544	0.616
chrX	148852930	148853243	314	16	183	0.583	0.603
chrX	148853819	148854334	516	24	274	0.531	0.66
chrX	148855201	148855735	535	25	325	0.607	0.51
chrX	148856677	148856875	199	10	95	0.477	0.884
chrX	149101972	149102150	179	14	108	0.603	0.864
chrX	149106158	149108329	2172	157	1473	0.678	0.707
chrX	149529608	149530447	840	67	557	0.663	0.749
chrX	149530821	149534475	3655	320	2439	0.667	0.786
chrX	149589395	149589584	190	14	111	0.584	0.865
chrX	149716077	149716440	364	39	259	0.712	0.864
chrX	149736801	149737787	987	101	702	0.711	0.812
chrX	149861495	149862666	1172	118	836	0.713	0.792
chrX	149930723	149931262	540	30	340	0.63	0.561
chrX	149939071	149939211	141	13	98	0.695	0.764
chrX	150066480	150068119	1640	149	1115	0.68	0.787
chrX	150144598	150144704	107	5	70	0.654	0.443
chrX	150151176	150153415	2240	292	1665	0.743	0.945
chrX	150250933	150251101	169	18	109	0.645	1.072
chrX	150343235	150344394	1160	77	670	0.578	0.798
chrX	150345354	150346892	1539	128	1021	0.663	0.778
chrX	150347103	150347544	442	19	238	0.538	0.596
chrX	150348463	150349096	634	28	339	0.535	0.64
chrX	150396266	150396448	183	22	139	0.76	0.839
chrX	150498946	150499163	218	17	130	0.596	0.877
chrX	150539514	150539758	245	14	154	0.629	0.58
chrX	150560238	150560564	327	21	215	0.657	0.596
chrX	150565212	150566021	810	98	569	0.702	0.981
chrX	150718955	150719130	176	8	92	0.523	0.692
chrX	150719845	150720015	171	12	126	0.737	0.523
chrX	150723012	150723136	125	6	65	0.52	0.74
chrX	150723843	150724082	240	17	169	0.704	0.594
chrX	150729807	150730320	514	28	275	0.535	0.764
chrX	150731254	150731407	154	15	138	0.896	1.069
chrX	150731544	150731804	261	21	185	0.709	0.641
chrX	150732087	150732784	698	36	420	0.602	0.571
chrX	150767880	150768610	731	60	503	0.688	0.694
chrX	150863005	150864063	1059	109	797	0.753	0.745
chrX	151082543	151083999	1457	65	903	0.62	0.503
chrX	151084587	151086065	1479	66	915	0.619	0.504
chrX	151086541	151086762	222	14	140	0.631	0.745
chrX	151087281	151087647	367	17	229	0.624	0.487
chrX	151142712	151143021	310	35	224	0.723	0.872
chrX	151143136	151143554	419	49	320	0.764	0.803
chrX	151175368	151175515	148	7	88	0.595	0.571
chrX	151306632	151306809	178	13	123	0.691	0.612
chrX	151410175	151410433	259	16	150	0.579	0.747
chrX	151648228	151648376	149	8	86	0.577	0.65
chrX	151648533	151649506	974	50	579	0.594	0.591
chrX	151713155	151713371	217	18	129	0.594	0.94
chrX	151806250	151807390	1141	82	736	0.645	0.691
chrX	151867250	151867470	221	18	153	0.692	0.68
chrX	151883100	151883199	100	11	68	0.68	1.023
chrX	151922304	151922434	131	13	85	0.649	0.982
chrX	151938041	151938244	204	16	138	0.676	0.693
chrX	151999121	151999912	792	68	522	0.659	0.817
chrX	152066047	152066776	730	71	519	0.711	0.772
chrX	152110115	152110542	428	56	301	0.703	1.062
chrX	152127411	152127624	214	26	137	0.64	1.193
chrX	152162598	152162990	393	32	255	0.649	0.781
chrX	152200754	152200866	113	15	75	0.664	1.223
chrX	152201087	152201320	234	31	170	0.726	1.009
chrX	152224453	152225778	1326	104	911	0.687	0.677
chrX	152239051	152239292	242	17	152	0.628	0.727
chrX	152240064	152242300	2237	192	1589	0.71	0.688
chrX	152244567	152246765	2199	191	1562	0.71	0.696
chrX	152247546	152247770	225	15	135	0.6	0.763
chrX	152336513	152336754	242	17	152	0.628	0.727
chrX	152337495	152339762	2268	195	1608	0.709	0.692
chrX	152342029	152344274	2246	193	1590	0.708	0.692
chrX	152344979	152345232	254	17	155	0.61	0.732
chrX	152377238	152378298	1061	51	605	0.57	0.592
chrX	152387712	152391761	4050	157	2359	0.582	0.459
chrX	152391921	152393734	1814	93	1118	0.616	0.54
chrX	152398303	152398601	299	11	155	0.518	0.549
chrX	152399038	152399621	584	33	327	0.56	0.726
chrX	152402676	152402826	151	5	74	0.49	0.749
chrX	152528062	152528167	106	5	50	0.472	0.9
chrX	152531196	152531848	653	36	365	0.559	0.722
chrX	152532253	152532539	287	11	156	0.544	0.52
chrX	152537114	152539324	2211	116	1371	0.62	0.547
chrX	152539462	152543536	4075	158	2366	0.581	0.462
chrX	152552936	152553964	1029	48	584	0.568	0.579
chrX	152555739	152555927	189	9	97	0.513	0.729
chrX	152585061	152585254	194	11	124	0.639	0.57
chrX	152586970	152587153	184	20	128	0.696	0.904
chrX	152599378	152600066	689	81	513	0.745	0.853
chrX	152612644	152613465	822	68	523	0.636	0.817
chrX	152614039	152614136	98	5	52	0.531	0.766
chrX	152661561	152661808	248	16	166	0.669	0.576
chrX	152665725	152667121	1397	84	940	0.673	0.565
chrX	152676658	152677435	778	79	567	0.729	0.765
chrX	152686197	152687522	1326	127	917	0.692	0.803
chrX	152710309	152710884	576	44	398	0.691	0.643
chrX	152727233	152727296	64	5	39	0.609	0.87
chrX	152735667	152736466	800	78	576	0.72	0.754
chrX	152740194	152740626	433	62	329	0.76	1.009
chrX	152760418	152760908	491	27	322	0.656	0.571
chrX	152770879	152771053	175	12	107	0.611	0.763
chrX	152777169	152777368	200	11	109	0.545	0.769
chrX	152782573	152782653	81	10	50	0.617	1.304
chrX	152782978	152783862	885	124	701	0.792	0.904
chrX	152792678	152792907	230	12	153	0.665	0.475
chrX	152807170	152807872	703	38	458	0.651	0.512
chrX	152808395	152808666	272	12	156	0.574	0.554
chrX	152815571	152815821	251	18	143	0.57	0.886
chrX	152818574	152818883	310	19	199	0.642	0.599
chrX	152821585	152821697	113	9	71	0.628	0.815
chrX	152826182	152826290	109	11	60	0.55	1.388
chrX	152830447	152830583	137	15	91	0.664	0.999
chrX	152832959	152833760	802	29	418	0.521	0.535
